title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes
IO,movie,"Adventure, Drama, Sci-Fi",2019,tt3256226,4.8,37048.0
Naked,movie,"Comedy, Fantasy, Romance",2017,tt6048930,5.4,22280.0
Our Souls at Night,movie,"Drama, Romance",2017,tt5034266,6.9,15545.0
When We First Met,movie,"Comedy, Fantasy, Romance",2018,tt5783956,6.4,55406.0
Fairy Tail: Dragon Cry,movie,"Action, Adventure, Animation",2017,tt6548966,6.9,2665.0
#Rucker50,movie,Documentary,2016,tt6475636,5.2,140.0
Papillon,movie,"Adventure, Biography, Crime",2017,tt5093026,7.2,90907.0
City of Lies,movie,"Biography, Crime, Drama",2018,tt2677722,6.5,21547.0
7 Days in Entebbe,movie,"Action, Drama, History",2018,tt5466186,5.9,17805.0
The Ritual,movie,"Horror, Mystery, Thriller",2017,tt5638642,6.3,130125.0
Le vol du Sphinx,movie,"Adventure, Romance",1984,tt0088362,4.6,99.0
The Mars Generation,movie,Documentary,2017,tt6333096,6.5,1051.0
Daytime Shooting Star,movie,"Family, Romance",2017,tt6078842,6.7,752.0
Bee Bop highschool: Koko yotaro kanketsu-hen,movie,"Action, Comedy",1988,tt0222773,3.5,32.0
Bee Bop highschool: Koko yotaro kyoso-kyoku,movie,"Action, Comedy",1987,tt0222774,4.8,30.0
Bee Bop highschool; Koko yotaro march,movie,"Action, Comedy",1987,tt0222771,5.8,36.0
Die Kronzeugin,movie,"Crime, Drama, Thriller",2017,tt5945622,7.1,160.0
Confidential Assignment,movie,"Action, Comedy, Drama",2017,tt5606538,6.7,4892.0
Let's Go Jets,movie,"Comedy, Drama, Sport",2017,tt5693562,6.8,866.0
Taxi 5,movie,"Action, Comedy, Crime",2018,tt7238392,4.6,11430.0
"Belle and Sebastian, Friends for Life",movie,"Adventure, Family",2017,tt6449336,6.3,967.0
Cactus Flower,movie,"Adventure, Drama, Fantasy",2017,tt6520568,6.2,166.0
El paseo 4,movie,Comedy,2016,tt6857268,4.2,227.0
The King,movie,"Action, Crime, Drama",2017,tt5644740,6.8,2620.0
The War of the Yokels,movie,Comedy,2017,tt6899238,6.3,265.0
Bowie: The Man Who Changed the World,movie,"Biography, Documentary, Music",2016,tt5598234,5.3,1601.0
Ban'yuuki,movie,Drama,2010,tt1735848,6.7,35.0
6.9 on the Richter Scale,movie,Comedy,2016,tt5289520,7.4,1606.0
It's for Your Own Good,movie,Comedy,2017,tt5790492,5.5,2714.0
We don't like Captain Sausage!,movie,"Documentary, Family, History",2015,tt5501720,6.0,74.0
A Royal Winter,movie,"Drama, Family, Romance",2017,tt6387232,6.4,3853.0
Perfect Strangers,movie,"Comedy, Drama",2017,tt6101820,6.9,15941.0
Çakallarla Dans 4,movie,Comedy,2016,tt6273998,4.1,3220.0
Neal Brennan: 3 Mics,movie,Comedy,2017,tt6438918,7.8,4094.0
Fabricated City,movie,"Action, Crime",2017,tt6399158,6.8,7117.0
Ricardo O'Farrill: Abrazo navideño,movie,Comedy,2016,tt6475778,5.8,76.0
Pieles,movie,"Comedy, Drama, Fantasy",2017,tt5808778,6.0,7509.0
Dawn of the Felines,movie,Drama,2017,tt6000140,5.5,428.0
Bluebeard,movie,Thriller,2017,tt6599340,6.4,2300.0
New Trial,movie,"Crime, Drama",2017,tt6731636,6.8,1421.0
Steel Rain,movie,"Action, Drama, Thriller",2017,tt6769508,7.1,6897.0
L'ora legale,movie,Comedy,2017,tt6137734,6.4,3616.0
The Divine Order,movie,"Comedy, Drama",2017,tt5818818,7.1,3165.0
Ojciec,movie,Drama,2015,tt5017000,5.5,70.0
Landkrimi: Höhenstrasse,movie,Crime,2016,tt5725738,6.5,218.0
On Body and Soul,movie,"Drama, Fantasy, Mystery",2017,tt5607714,7.5,30714.0
High & Low: The Movie,movie,Action,2016,tt5659172,6.4,868.0
Cut Off,movie,"Action, Crime, Horror",2018,tt3645988,6.5,8108.0
The Battleship Island,movie,"Action, Drama, History",2017,tt5969696,7.1,8983.0
Two Irenes,movie,Drama,2017,tt6289724,6.9,867.0
Soreike! Anpanman: Gomira no hoshi,movie,"Adventure, Animation, Family",2001,tt15864378,6.5,1601.0
Go! Anpanman: Hiyariko and Baby Baikinman,movie,Animation,2008,,6.5,1601.0
"Barba, Cabelo & Bigode",movie,Documentary,2016,tt6469210,7.2,15.0
Der Frosch,movie,Romance,2017,tt5797038,6.0,33.0
Tuintje in mijn hart,movie,"Adventure, Comedy, Romance",2017,tt5490310,5.3,580.0
"Autumn, Autumn",movie,Drama,2016,tt6680676,6.2,44.0
Pokémon the Movie: I Choose You!,movie,"Action, Adventure, Animation",2017,tt6595896,6.3,7818.0
The Suicide Squad,movie,"Action, Adventure, Comedy",2021,tt6334354,7.2,430116.0
Lucid Dream,movie,"Sci-Fi, Thriller",2017,tt6830780,6.1,4380.0
Cristela Alonzo: Lower Classy,movie,Comedy,2017,tt6550456,6.7,1005.0
Gad Elmaleh: Part En Live,movie,Comedy,2017,tt6550440,6.9,461.0
"¡Ay, mi madre!",movie,Comedy,2019,tt6213294,3.9,482.0
The Laws of Thermodynamics,movie,Comedy,2018,tt6053938,6.1,2971.0
Ana by Day,movie,"Drama, Mystery, Thriller",2018,tt5904182,5.4,581.0
Toc Toc,movie,Comedy,2017,tt6060156,6.8,22286.0
Mist & the Maiden,movie,"Drama, Thriller",2017,tt5991948,5.3,1312.0
The Motive,movie,"Comedy, Crime, Drama",2017,tt5451244,6.5,6898.0
A Taxi Driver,movie,"Action, Drama, History",2017,tt6878038,7.9,34759.0
The Mayor,movie,Drama,2017,tt6150238,6.3,496.0
Heart Blackened,movie,"Crime, Drama, Mystery",2017,tt7609180,6.6,1146.0
The Fortress,movie,"Action, Drama, History",2017,tt7160176,6.8,3683.0
Night of 7 Years,movie,"Drama, Thriller",2018,tt8060652,5.8,551.0
1987: When the Day Comes,movie,"Drama, History, Thriller",2017,tt6493286,7.7,7397.0
The Mimic,movie,"Horror, Mystery, Thriller",2017,tt7046826,5.6,2302.0
The Villainess,movie,"Action, Thriller",2017,tt6777338,6.6,17640.0
A Special Lady,movie,"Action, Crime",2017,tt7549884,5.5,677.0
Foolish Love,movie,"Comedy, Romance",2017,tt6461888,5.7,37.0
"Thi Mai, rumbo a Vietnam",movie,"Comedy, Family",2017,tt6126346,6.0,2898.0
Holy Goalie,movie,Comedy,2017,tt6197484,5.3,1972.0
Órbita 9,movie,"Drama, Sci-Fi, Thriller",2017,tt3469798,5.9,8705.0
Lotto,movie,Comedy,2017,tt6458968,7.1,33.0
The Skin of the Wolf,movie,Drama,2017,tt6347150,5.8,3662.0
Sea Tomorrow,movie,Documentary,2016,tt4870814,7.0,72.0
Almost There,movie,"Biography, Documentary",2016,tt6132528,7.2,165.0
Mid90s,movie,"Comedy, Drama",2018,tt5613484,7.4,82390.0
House of Norway,movie,Comedy,2017,tt5642934,5.5,331.0
Soreike! Anpanman: Shabondama No Purun,movie,"Adventure, Animation, Family",2007,tt6419522,6.5,1601.0
Real,movie,"Action, Thriller",2017,tt6904062,4.7,1847.0
Go! Anpanman: Happy Birthday with Anpanman,movie,Animation,1995,,6.5,1601.0
Suck Me Shakespeer 3,movie,Comedy,2017,tt6471264,5.4,7933.0
Bill Burr: Walk Your Way Out,movie,Comedy,2017,tt6184894,7.2,8426.0
Soreike! Anpanman: Hapî no Daibôken,movie,"Adventure, Animation, Family",2005,tt15684228,5.1,9.0
Go! Anpanman: Horror Man and Horror Horako,movie,"Animation, Family",2007,,6.5,1601.0
Soreike! Anpanman: Tobe! Tobe! Chibigon,movie,"Adventure, Animation, Family",1991,tt1189084,6.5,1601.0
Upin & Ipin: Jeng Jeng Jeng!,movie,"Drama, Family, Fantasy",2016,tt32362413,6.0,18.0
Go! Anpanman: Omusubiman,movie,"Animation, Family",1990,,6.5,1601.0
Go! Anpanman: Yakisobapanman and Black Sabotenman,movie,"Animation, Family",2000,,6.5,1601.0
Soreike! Anpanman: Kirakiraboshi no namida,movie,"Adventure, Animation, Family",1989,tt1189081,5.2,15.0
"52Hz, I Love You",movie,"Comedy, Musical, Romance",2017,tt6327400,6.2,522.0
Minions: The Rise of Gru,movie,"Adventure, Animation, Comedy",2022,tt5113044,6.5,97529.0
Passionnelle,movie,Drama,1947,tt0218524,6.8,108.0
The Season for Love,movie,"Comedy, Drama, Romance",1961,tt0054094,6.0,112.0
Quién te cantará,movie,"Drama, Music, Mystery",2018,tt6485304,6.9,3417.0
Miss Butcher,movie,"Crime, Mystery, Romance",2017,tt11074318,6.1,84.0
Unknown Origins,movie,"Action, Crime, Drama",2020,tt5827790,6.1,7836.0
Listen,movie,"Drama, Romance",2017,tt6350558,6.5,275.0
A-X-L,movie,"Action, Adventure, Drama",2018,tt5709188,5.3,14000.0
Born in Syria,movie,Documentary,2016,tt5356680,7.7,382.0
Keys to the Heart,movie,"Comedy, Drama, Family",2018,tt6985200,7.5,1606.0
Dune: Part One,movie,"Action, Adventure, Drama",2021,tt1160419,8.0,948912.0
Summer 1993,movie,"Drama, Family",2017,tt5897636,7.1,8728.0
"Ashley Madison: Sex, Lies & Cyber Attacks",movie,"Crime, Documentary, History",2016,tt6798722,5.6,466.0
Cold Pursuit,movie,"Action, Comedy, Crime",2019,tt5719748,6.2,81607.0
Siberia,movie,"Crime, Drama, Romance",2018,tt6494418,4.3,17781.0
Recep Ivedik 5,movie,Comedy,2017,tt6439558,3.4,18694.0
The Prison,movie,"Action, Crime",2017,tt6589464,6.5,2280.0
White Boy Rick,movie,"Crime, Drama",2018,tt4537896,6.5,45849.0
Cook Up a Storm,movie,"Comedy, Drama",2017,tt6315750,6.3,3274.0
Slender Man,movie,"Horror, Mystery, Thriller",2018,tt5690360,3.3,40375.0
Daniel Sosa: Sosafado,movie,Comedy,2017,tt6502534,5.6,105.0
Rocko's Modern Life: Static Cling,movie,"Action, Adventure, Animation",2019,tt6172460,6.9,4263.0
Just Like Our Parents,movie,Drama,2017,tt5631456,7.2,2318.0
The Nun,movie,"Horror, Mystery, Thriller",2018,tt5814060,5.4,180566.0
Katherine Ryan: In Trouble,movie,Comedy,2017,tt6540084,7.0,2406.0
Baby Bump(s),movie,"Comedy, Drama",2017,tt5975354,5.1,1586.0
Tenderness,movie,Drama,2017,tt5765192,6.4,1407.0
Lo más sencillo es complicarlo todo,movie,Comedy,2018,tt5507934,3.8,749.0
City of the Sun,movie,Documentary,2017,tt6479614,7.0,318.0
The Sisters Brothers,movie,"Drama, Western",2018,tt4971344,6.9,73356.0
Cold War,movie,"Drama, Music, Romance",2018,tt6543652,7.5,63647.0
Escape Plan 2: Hades,movie,"Action, Crime, Mystery",2018,tt6513656,3.9,36780.0
The Upside,movie,"Comedy, Drama",2017,tt1987680,7.0,66341.0
Mom or Dad?,movie,Comedy,2017,tt6340296,5.5,1336.0
Trevor Noah: Afraid of the Dark,movie,Comedy,2017,tt6562866,7.3,6038.0
Grillo vs Grillo,movie,Comedy,2017,tt6522846,5.4,134.0
Teen Spirit,movie,"Drama, Music",2018,tt6483364,6.1,10036.0
The Best of All Worlds,movie,"Biography, Drama",2017,tt5538118,7.6,1154.0
Naam Shabana,movie,"Action, Drama, Thriller",2017,tt6170954,6.2,7708.0
From London to Bali,movie,"Drama, Comedy, Romance",2017,,6.5,1601.0
Hantu Gunung Kawi,movie,Horror,2017,tt7429260,4.6,37.0
Chavela,movie,"Biography, Documentary, History",2017,tt6217664,7.7,1201.0
Turning Mecards W: Resurrection of the Black Mirror,movie,"Adventure, Animation, Fantasy",2017,tt6857332,7.5,25.0
Unusual Tales,movie,"Horror, Mystery",1949,tt0206012,5.8,258.0
Ash Is Purest White,movie,"Crime, Drama, Romance",2018,tt7298400,7.0,11054.0
In the Intense Now,movie,"Documentary, History",2017,tt6532954,7.3,631.0
El club de los buenos infieles,movie,Comedy,2017,tt3398808,5.5,736.0
Veronica,movie,"Horror, Mystery",2017,tt5862312,6.2,49955.0
Hampstead,movie,"Comedy, Drama, Romance",2017,tt5153236,6.1,7735.0
My Ex and Whys,movie,"Comedy, Drama, Romance",2017,tt6544850,6.0,660.0
"I'm Drunk, I Love You",movie,Romance,2017,tt6431324,6.9,483.0
Toilet: A Love Story,movie,"Comedy, Drama, Romance",2017,tt5785170,7.2,24084.0
Tubelight,movie,"Drama, War",2017,tt5882970,3.9,22315.0
Baadshaho,movie,"Action, Adventure, Thriller",2017,tt4906960,4.9,5409.0
Jab Harry Met Sejal,movie,"Comedy, Drama, Romance",2017,tt5997666,5.1,23483.0
One-Line,movie,"Crime, Drama",2017,tt5628332,5.9,355.0
Goosebumps 2: Haunted Halloween,movie,"Adventure, Comedy, Fantasy",2018,tt5664636,5.6,24874.0
The Last Full Measure,movie,"Drama, War",2019,tt0783640,6.8,14723.0
Mike Birbiglia: Thank God for Jokes,movie,Comedy,2017,tt6608034,7.5,2840.0
The First Purge,movie,"Action, Horror, Sci-Fi",2018,tt6133466,5.2,75017.0
Le rempart des Béguines,movie,Drama,1972,tt0069173,5.3,339.0
The Wiggles - Nursery Rhymes,movie,,2017,,6.5,1601.0
Queen Elizabeth II: The Diamond Celebration,movie,"Biography, Documentary",2012,tt2609776,6.5,161.0
The Ghazi Attack,movie,"Action, Drama, Thriller",2017,tt6299040,7.5,15128.0
Ça sent la coupe,movie,Comedy,2017,tt6515050,5.9,257.0
Crazy for Football: The Craziest World Cup,movie,"Documentary, Sport",2017,tt6465036,7.5,43.0
Sunday's Illness,movie,Drama,2018,tt6053948,6.9,4118.0
The Brig Three Lilies,movie,"Adventure, Family",1961,tt0054704,6.3,83.0
Ordinary Person,movie,"Action, Crime, Drama",2017,tt6857282,6.4,594.0
Momo,movie,Comedy,2017,tt6556552,5.1,1429.0
Let It Snow,movie,Comedy,2017,tt6515420,4.0,207.0
Leave No Trace,movie,"Adventure, Drama",2018,tt3892172,7.1,67624.0
Lang Tong,movie,Thriller,2014,tt6423578,4.7,509.0
Legends,movie,"Comedy, Drama, Music",2017,tt6084472,6.3,825.0
Harry's Daughters,movie,Drama,2005,tt0456972,6.1,255.0
Ushijima the Loan Shark 3,movie,Comedy,2016,tt5706292,6.2,117.0
Athos,movie,Documentary,2016,tt5843792,7.0,474.0
The Dissidents,movie,"Action, Comedy",2017,tt6025806,6.4,1166.0
Three Ladies,movie,"Comedy, Drama, Fantasy",2015,tt11644582,6.4,35.0
The Ash Lad: In the Hall of the Mountain King,movie,"Adventure, Family, Fantasy",2017,tt5628418,6.2,4558.0
Jupiter's Moon,movie,"Drama, Fantasy, Mystery",2017,tt5842890,6.1,3589.0
A Sort of Family,movie,"Crime, Drama, Thriller",2017,tt6386168,6.3,780.0
Amy Schumer: The Leather Special,movie,Comedy,2017,tt6616074,3.2,10760.0
40 Hari Bangkitnya Pocong,movie,Horror,2008,tt1190088,4.9,67.0
Cintapuccino,movie,Comedy,2007,tt1068229,5.9,54.0
No Game No Life: Zero,movie,"Adventure, Animation, Drama",2017,tt5914996,7.3,4900.0
The Enclosure,movie,"Drama, Romance",1978,tt0217567,5.4,62.0
Peppa Pig: My First Cinema Experience,movie,Animation,2017,tt6771444,4.2,349.0
There Is a Light: Il padre d'Italia,movie,Drama,2017,tt5612576,6.5,971.0
Buying A Man,movie,"Comedy, Drama, Romance",2017,tt6539420,6.3,809.0
Thomas & Friends: Full Steam to the Rescue!,movie,"Animation, Family",2016,tt5992076,6.5,1601.0
Io sono Libero,movie,Drama,2016,tt6241086,6.8,75.0
Game Night,movie,"Action, Adventure, Comedy",2018,tt2704998,6.9,264271.0
Slam,movie,"Comedy, Drama, Romance",2016,tt4379536,6.1,1452.0
Fighting with My Family,movie,"Biography, Comedy, Drama",2019,tt6513120,7.0,90438.0
The Darkest Minds,movie,"Action, Adventure, Drama",2018,tt4073790,5.7,38514.0
Thi Baan the Series,movie,"Comedy, Romance",2017,tt24132650,7.0,57.0
Pwera usog,movie,Horror,2017,tt6582784,4.6,182.0
The Winner,movie,"Comedy, Music",1979,tt0207489,4.1,128.0
Deli Ask,movie,"Comedy, Romance",2017,tt6229852,5.4,3284.0
Gomorroide,movie,Comedy,2017,tt6569622,5.1,136.0
Siam Square,movie,"Drama, Horror, Mystery",2017,tt6750506,5.3,241.0
The Marine 5: Battleground,movie,"Action, Crime, Thriller",2017,tt5781798,5.1,2008.0
La Parisienne,movie,"Comedy, Romance",2017,tt5993456,4.7,697.0
Jim Norton: Mouthful of Shame,movie,Comedy,2017,tt6664120,7.0,1435.0
The Devotion of Suspect X,movie,"Crime, Thriller",2017,tt3401392,6.2,1023.0
Galih dan Ratna,movie,"Drama, Romance",2017,tt6467500,6.4,300.0
Bring Back the Dead,movie,Horror,2015,tt3959152,6.0,74.0
Life Itself,movie,"Drama, Romance",2018,tt5989218,6.9,25994.0
All the Money in the World,movie,"Biography, Crime, Drama",2017,tt5294550,6.8,93866.0
The Girl in the Spider's Web,movie,"Action, Adventure, Crime",2018,tt5177088,6.1,53818.0
My Friend the Traitor,movie,"Drama, War",1988,tt0095651,6.0,205.0
Smallfoot,movie,"Adventure, Animation, Comedy",2018,tt6182908,6.6,44150.0
Skyscraper,movie,"Action, Adventure, Thriller",2018,tt5758778,5.8,139642.0
Bet on Revenge,movie,"Adventure, Drama, History",2017,tt4964310,7.2,6550.0
Maniac Tales,movie,"Horror, Mystery, Thriller",2016,tt5516586,4.6,301.0
#Sohavégetnemérös,movie,"Comedy, Music",2016,tt6212476,5.6,849.0
Life in a Year,movie,"Drama, Romance",2020,tt6598238,6.2,11364.0
"Love, Surreal and Odd",movie,"Comedy, Romance",2017,tt6555772,5.6,3729.0
Ushijima the Loan Shark the Final,movie,Comedy,2016,tt5706294,6.4,141.0
My Superheroes,movie,"Biography, Drama",2017,tt6695240,8.2,84.0
Boundaries,movie,"Comedy, Drama",2018,tt5686062,5.8,3050.0
Tips for Cheating,movie,"Comedy, Romance",2017,tt6575062,4.0,686.0
Pad Man,movie,"Comedy, Drama",2018,tt7218518,7.9,30332.0
The Lost Brother,movie,"Crime, Drama, Thriller",2017,tt6522634,6.5,1842.0
Love Off the Cuff,movie,"Comedy, Drama, Romance",2017,tt5956006,6.5,1143.0
I Still See You,movie,"Fantasy, Horror, Mystery",2018,tt2160105,5.8,12138.0
Part-Time Spy,movie,"Action, Comedy",2017,tt6646998,5.5,491.0
The Death and Life of Marsha P. Johnson,movie,"Biography, Documentary",2017,tt5233558,7.2,3264.0
In a Relationship,movie,"Comedy, Drama",2018,tt6676028,5.5,3326.0
Get Me Roger Stone,movie,"Biography, Documentary",2017,tt6714534,7.3,7846.0
Little Forest,movie,Drama,2018,tt6083230,7.3,4485.0
Sara Learns Manners,movie,Comedy,1937,tt0029515,6.2,107.0
After Everything,movie,"Comedy, Drama, Romance",2018,tt6688022,6.4,2671.0
Felipe Neto: Minha Vida Não Faz Sentido,movie,"Comedy, Documentary",2017,tt6690322,4.3,270.0
A Prayer Before Dawn,movie,"Action, Biography, Crime",2017,tt4080956,6.8,27225.0
The Hatton Garden Job,movie,"Action, Crime, Thriller",2017,tt5351458,5.6,6512.0
Kuroko's Basketball: Winter Cup Highlights -Beyond the Tears-,movie,"Animation, Comedy, Drama",2016,tt6779296,7.7,467.0
Formentera Lady,movie,"Comedy, Drama",2018,tt6563862,5.7,264.0
Amok,movie,"Crime, Thriller",2017,tt6666648,5.7,712.0
Let Me Eat Your Pancreas,movie,"Drama, Romance",2017,tt6078840,7.1,3468.0
El silencio es bienvenido,movie,Drama,2017,tt6436212,5.0,125.0
Qu'est-ce qui fait courir les crocodiles?,movie,Comedy,1971,tt0185624,3.5,71.0
A Family Affair,movie,"Comedy, Drama",1984,tt0087963,6.5,97.0
Jo Koy: Live from Seattle,movie,Comedy,2017,tt6720442,7.3,1697.0
Vivo,movie,"Adventure, Animation, Comedy",2021,tt6338498,6.7,22520.0
Den of Thieves,movie,"Action, Crime, Drama",2018,tt1259528,7.0,139666.0
The Vanishing,movie,"Drama, Mystery, Thriller",2018,tt4131496,5.9,21741.0
Kalushi: The Story of Solomon Mahlangu,movie,"Biography, Drama, Thriller",2016,tt3487278,6.6,485.0
In Time to Come,movie,Documentary,2017,tt6668592,5.0,23.0
Isn't It Romantic,movie,"Comedy, Fantasy, Musical",2019,tt2452244,5.9,75265.0
Godzilla: Planet of the Monsters,movie,"Action, Animation, Sci-Fi",2017,tt5979874,6.0,9983.0
77 Heartbreaks,movie,"Comedy, Drama, Romance",2017,tt6608132,6.0,513.0
Northern Lights: A Journey to Love,movie,Drama,2017,tt6709480,6.1,56.0
Escape Room,movie,"Horror, Thriller",2017,tt5159414,4.2,14589.0
Louis C.K. 2017,movie,Comedy,2017,tt6736782,7.6,11036.0
Girls with Balls,movie,"Comedy, Horror",2018,tt4725842,4.0,3889.0
Frun tillhanda,movie,"Comedy, Romance",1939,tt0031351,4.8,96.0
The Leisure Seeker,movie,"Adventure, Comedy, Drama",2017,tt3741632,6.7,10192.0
The Postcard Killings,movie,"Crime, Drama, Mystery",2020,tt4106514,5.8,17501.0
Fortunata,movie,Drama,2017,tt6306400,6.2,1677.0
Ip Man 4: The Finale,movie,"Action, Biography, Drama",2019,tt2076298,7.0,38534.0
Triple Threat,movie,"Action, Thriller",2019,tt6643972,5.6,13187.0
The Night Comes for Us,movie,"Action, Crime, Thriller",2018,tt6116856,6.9,31041.0
City of Joy,movie,"Crime, Documentary, Drama",2016,tt4078252,7.7,646.0
Problemos,movie,Comedy,2017,tt5796516,6.1,2397.0
Memoirs of a Murderer,movie,"Drama, Mystery, Thriller",2017,tt5882982,6.8,2283.0
Deuces,movie,"Action, Crime, Drama",2016,tt5081606,5.8,1129.0
The Man Who Invented Christmas,movie,"Biography, Comedy, Drama",2017,tt6225520,7.0,20642.0
Biz Size Döneriz,movie,"Comedy, Drama, Romance",2017,tt6559642,5.8,2454.0
Glass,movie,"Drama, Horror, Sci-Fi",2019,tt6823368,6.6,291319.0
Irreplaceable You,movie,"Comedy, Drama, Romance",2018,tt6119856,6.4,10687.0
Laerte-se,movie,"Biography, Documentary",2017,tt6791240,7.0,740.0
Bliss,movie,"Drama, Horror, Mystery",2017,tt6608136,6.0,702.0
White Boy,movie,"Crime, Documentary",2017,tt5635638,7.1,2354.0
Arif V 216,movie,"Comedy, Sci-Fi",2018,tt6697582,6.9,40276.0
All Saints,movie,Drama,2017,tt4663548,6.3,2084.0
The Startup: Accendi il tuo futuro,movie,Drama,2017,tt5225382,5.5,280.0
Voor elkaar gemaakt,movie,"Comedy, Romance",2017,tt5749956,6.2,795.0
High & Low: The Red Rain,movie,Drama,2016,tt5923040,6.1,447.0
What If It Works?,movie,"Comedy, Drama, Romance",2017,tt4832248,5.5,349.0
"Daddy You, Daughter Me",movie,"Comedy, Drama, Family",2017,tt6770758,6.3,472.0
"A la diestra del cielo: Silvio, un cantaor rockero",movie,"Biography, Documentary, Music",2007,tt1185419,7.5,27.0
Wasp Network,movie,"Crime, Drama, Thriller",2019,tt6760876,5.9,12347.0
Szczescie swiata,movie,"Comedy, Drama",2016,tt6104188,5.9,181.0
Go! Anpanman: Anpanman and His Pleasant Friends,movie,"Animation, Family",1992,,6.5,1601.0
The Guernsey Literary and Potato Peel Pie Society,movie,"Drama, Romance, War",2018,tt1289403,7.3,55312.0
Santa & Cie,movie,"Comedy, Family, Fantasy",2017,tt7018010,6.3,3384.0
Happy Anniversary,movie,Comedy,2018,tt6423886,5.7,4587.0
Lucas Brothers: On Drugs,movie,Comedy,2017,tt6218048,5.7,867.0
It's the Heart That Dies Last,movie,Drama,2017,tt6541904,7.1,268.0
The King's Case Note,movie,"Comedy, Mystery",2017,tt6817202,6.4,527.0
The Merciless,movie,"Action, Crime, Drama",2017,tt6777370,6.7,3382.0
Psychokinesis,movie,"Action, Comedy, Fantasy",2018,tt6890582,5.9,6555.0
The Guys,movie,"Comedy, Romance",2017,tt6527838,6.2,399.0
Elaan,movie,"Action, Drama, Musical",1971,tt0367695,5.9,99.0
Smoking Club 129 normas,movie,Comedy,2017,tt6597488,5.1,70.0
